num_clicks,previous_grade,homework_score,exam_grade
4679,4.5,81.04,6.34
4551,2.55,79.68,2.22
3004,3.52,12.76,0.53
1132,7.06,90.33,6.15
3339,5.22,67.23,0.47
3311,1.25,89.75,6.13
3372,9.61,44.72,2.26
987,6.36,43.7,9.05
3321,7.66,78.45,4.75
4615,0.79,9.33,2.24
4954,0.47,52.09,8.53
173,0.19,83.64,2.54
3741,1.89,83.02,3.07
3052,4.14,95.61,8.34
726,9.36,69.83,3.09
3760,4.57,20.78,4.1
1875,2.9,2.03,3.48
4033,5.62,47.94,1.16
989,1.12,51.37,0.39
3744,6.1,24.03,7.25
2686,5.68,12.47,6.45
419,7.92,58.62,2.82
593,9.87,76.43,2.96
1774,2.51,99.32,9.45
2459,5.1,75.83,9.88
935,9.09,79.36,4.73
3808,7.85,61.65,8.02
331,4.87,98.59,7.37
3449,9.45,64.0,2.97
2702,0.57,86.03,0.59
4006,9.31,94.58,1.43
3868,0.51,92.99,8.38
4200,5.47,38.14,7.31
201,8.9,7.87,6.64
2497,2.63,17.19,1.31
1842,4.72,5.92,6.4
1866,3.24,10.54,7.72
1996,9.52,18.47,8.61
909,8.24,34.11,0.13
4305,7.09,54.35,6.84
4658,5.88,71.17,0.19
3189,8.21,21.09,7.07
770,3.92,67.25,6.36
3155,4.48,70.43,1.48
2501,7.3,55.86,7.66
2714,3.58,90.36,0.68
4724,0.64,11.1,8.26
3585,0.74,17.71,2.62
1628,1.15,42.87,6.89
386,8.7,12.67,9.24
3421,4.72,56.63,3.4
4008,7.13,39.84,5.03
4093,3.93,28.46,4.63
4363,2.59,17.0,1.58
2466,3.47,33.53,5.9
2282,7.94,60.8,7.43
1856,6.25,57.58,9.17
1998,9.38,16.36,8.51
1236,6.8,12.49,5.1
4669,5.7,2.67,7.19
4144,6.1,1.24,8.01
1150,9.42,87.98,4.93
4318,7.88,4.51,1.15
1431,0.24,73.12,4.38
1819,5.34,87.2,8.42
2324,6.88,9.81,5.97
1130,7.49,43.63,7.24
2658,2.13,96.23,1.85
3500,8.67,83.41,9.64
374,9.56,48.97,4.04
2120,2.37,76.26,6.54
4020,8.83,83.34,0.19
2021,0.97,34.8,1.27
3705,0.56,89.22,7.82
3259,1.29,47.05,9.68
3435,0.58,52.78,3.2
1889,8.45,99.97,0.37
1823,0.59,84.33,3.61
1474,2.72,36.18,0.17
2242,1.04,1.03,1.92
3243,2.95,62.62,7.52
3134,0.91,70.39,9.37
2070,6.68,65.08,0.87
359,1.33,96.79,5.58
2041,8.52,86.3,2.54
1141,8.17,44.88,1.39
1635,0.14,6.29,2.19
4000,8.96,47.61,5.78
1943,0.29,68.92,0.65
4774,2.4,60.77,4.34
3361,0.32,53.81,1.35
2980,3.36,46.88,2.73
6,5.14,29.38,1.91
3267,7.97,27.73,8.83
1591,3.38,50.02,7.08
4928,7.05,16.06,8.68
3264,1.88,34.07,3.83
2606,7.51,32.4,3.13
3219,2.36,58.71,3.81
3273,1.44,6.67,0.19
913,1.85,82.97,7.25
2011,1.82,56.24,3.5
1442,5.13,67.08,3.13
3054,8.45,70.31,5.98
3546,0.8,29.15,4.36
4221,7.07,47.04,9.81
4912,6.54,95.62,3.56
2928,8.73,76.67,6.14
1829,2.44,96.96,3.12
575,4.5,74.63,9.91
929,9.26,17.56,4.45
3759,6.6,6.45,6.34
3699,3.89,57.77,1.27
1463,1.31,35.78,7.33
3275,2.62,27.55,2.69
4928,5.81,80.72,4.49
1054,7.18,36.7,8.83
1900,1.24,31.7,9.71
1457,6.0,85.0,4.25
1399,5.5,84.63,8.35
3415,5.14,35.64,0.53
442,6.9,83.25,8.48
3650,8.37,85.08,6.3
4652,3.23,42.39,4.89
1178,8.89,6.65,8.9
4458,1.61,0.16,8.45
1257,1.73,52.33,2.97
3634,2.67,34.41,7.91
1841,1.2,99.71,0.99
2309,2.3,77.24,8.23
910,1.06,76.13,6.75
4340,8.22,95.52,0.88
4637,1.39,88.77,6.83
4009,7.47,31.82,5.81
2169,0.48,16.6,5.95
2172,9.49,74.59,2.91
123,7.11,37.83,2.66
3158,0.07,47.32,7.63
785,7.64,63.04,2.57
2416,5.14,90.79,4.46
796,7.79,41.91,6.95
4172,5.22,78.33,0.8
4154,6.41,26.83,5.95
1936,7.86,69.8,5.89
2156,4.05,0.16,6.84
3807,0.03,87.15,3.7
1301,8.5,3.04,4.49
4163,3.81,71.28,3.3
3140,4.96,4.63,8.08
3236,0.08,26.62,1.31
2352,4.92,49.72,9.63
1932,9.86,41.99,6.35
2721,2.78,19.18,8.87
364,3.95,33.38,4.26
4916,6.87,72.77,3.32
2390,8.15,66.93,9.01
946,4.17,7.18,0.99
1377,3.1,74.73,1.17
1439,9.38,5.3,2.99
3180,6.77,54.29,9.6
4857,1.19,26.01,6.33
340,0.69,58.77,5.54
2989,4.84,26.13,7.05
382,2.2,98.5,4.17
1556,2.54,30.97,7.58
299,8.78,24.2,3.93
138,0.9,27.85,8.26
358,7.15,89.65,2.67
4931,2.71,63.62,2.78
1522,7.6,73.07,5.22
